"iso3c","year","source","generation"
"COG",2002,"oil",0
"COG",2003,"gas",56.72
"COG",2003,"hydro",342.03
"COG",2003,"oil",0.14
"COG",2004,"gas",67.62
"COG",2004,"hydro",329.63
"COG",2004,"oil",0.17
"COG",2005,"gas",78.43
"COG",2005,"hydro",355.37
"COG",2005,"oil",0.2
"COG",2006,"gas",80.59
"COG",2006,"hydro",372.3
"COG",2006,"oil",0.21
"COG",2007,"gas",71.92
"COG",2007,"hydro",334.6
"COG",2007,"oil",0.18
"COG",2008,"gas",86.18
"COG",2008,"hydro",375.3
"COG",2008,"oil",0.22
"COG",2009,"gas",185.53
"COG",2009,"hydro",329.6
"COG",2009,"oil",0.47
"COG",2010,"gas",342.43
"COG",2010,"hydro",429.8
"COG",2010,"oil",0.87
"COG",2011,"gas",500.42
"COG",2011,"hydro",790.8
"COG",2011,"oil",1.28
"COG",2011,"solar",0.13
"COG",2012,"gas",711.19
"COG",2012,"hydro",987.2
"COG",2012,"oil",1.82
"COG",2012,"solar",0.13
"COG",2013,"gas",830.88
"COG",2013,"hydro",953.9
"COG",2013,"oil",2.12
"COG",2013,"solar",0.26
"COG",2014,"gas",1136.6
"COG",2014,"hydro",1038.1
"COG",2014,"oil",2.9
"COG",2014,"solar",0.26
"COG",2015,"gas",1434.5
"COG",2015,"hydro",1098.2
"COG",2015,"oil",4.8
"COG",2015,"solar",0.58
"COG",2016,"gas",1643.5
"COG",2016,"hydro",1131.9
"COG",2016,"oil",2.2
"COG",2016,"solar",0.58
"COG",2017,"gas",1646.7
"COG",2017,"hydro",1202.9
"COG",2017,"oil",2
"COG",2017,"solar",0.71
"COG",2018,"gas",1570.4
"COG",2018,"hydro",1046
"COG",2018,"oil",3
"COG",2018,"solar",0.9
"COG",2019,"gas",1570.4
"COG",2019,"hydro",1046
"COG",2019,"oil",3
"COG",2019,"solar",0.9
"COG",2020,"gas",1570.4
"COG",2020,"hydro",1046
"COG",2020,"oil",3
"COG",2020,"solar",0.9
"COK",2000,"oil",24.7
"COK",2000,"solar",0.07
"COK",2001,"oil",25.84
"COK",2001,"solar",0.07
"COK",2002,"oil",27.72
"COK",2002,"solar",0.07
"COK",2003,"oil",29.12
"COK",2003,"solar",0.07
"COK",2003,"wind",0
"COK",2004,"oil",29.76
"COK",2004,"solar",0.07
"COK",2004,"wind",0.02
"COK",2005,"oil",30.29
"COK",2005,"solar",0.07
"COK",2005,"wind",0.02
"COK",2006,"oil",32.15
"COK",2006,"solar",0.07
"COK",2006,"wind",0.01
"COK",2007,"oil",33.7
"COK",2007,"solar",0.07
"COK",2007,"wind",0
"COK",2008,"oil",33.55
"COK",2008,"solar",0.07
"COK",2009,"oil",32.66
"COK",2009,"solar",0.07
"COK",2010,"oil",33.73
"COK",2010,"solar",0.07
"COK",2011,"oil",33.59
"COK",2011,"solar",0.07
"COK",2012,"oil",32.9
"COK",2012,"solar",0.07
"COK",2013,"oil",31.92
"COK",2013,"solar",0.65
"COK",2014,"oil",31.19
"COK",2014,"solar",1.43
"COK",2015,"oil",29.33
"COK",2015,"solar",3.46
"COK",2016,"oil",29.59
"COK",2016,"solar",4.67
"COK",2017,"oil",30.77
"COK",2017,"solar",7.01
"COK",2018,"oil",30.93
"COK",2018,"solar",16.42
"COK",2019,"oil",28.82
"COK",2019,"solar",15.37
"COK",2020,"oil",25.01
"COK",2020,"solar",13.49
"COL",2000,"bioenergy",795.06
"COL",2000,"coal",2960.52
"COL",2000,"gas",7992.15
"COL",2000,"hydro",31274.69
"COL",2000,"oil",694.79
"COL",2000,"solar",5.78
"COL",2001,"bioenergy",819.31
"COL",2001,"coal",3159.68
"COL",2001,"gas",8635
"COL",2001,"hydro",32642.35
"COL",2001,"oil",521.84
"COL",2001,"solar",6.01
"COL",2002,"bioenergy",852.81
"COL",2002,"coal",3163.83
"COL",2002,"gas",8188.57
"COL",2002,"hydro",34878.47
"COL",2002,"oil",542.37
"COL",2002,"solar",6.24
"COL",2003,"bioenergy",871.27
"COL",2003,"coal",3798.33
"COL",2003,"gas",7007.61
"COL",2003,"hydro",37412.69
"COL",2003,"oil",567.29
"COL",2003,"solar",6.38
"COL",2004,"bioenergy",899.47
"COL",2004,"coal",2931.24
"COL",2004,"gas",7136.78
"COL",2004,"hydro",40072.56
"COL",2004,"oil",560.97
"COL",2004,"solar",6.55
"COL",2004,"wind",51
"COL",2005,"bioenergy",927.18
"COL",2005,"coal",3278.53
"COL",2005,"gas",7409.13
"COL",2005,"hydro",41206.57
"COL",2005,"oil",796.04
"COL",2005,"solar",6.8
"COL",2005,"wind",50
"COL",2006,"bioenergy",690.35
"COL",2006,"coal",2996.58
"COL",2006,"gas",10646
"COL",2006,"hydro",42755.32
"COL",2006,"oil",2190.77
"COL",2006,"solar",6.91
"COL",2006,"wind",63
"COL",2007,"bioenergy",642.65
"COL",2007,"coal",3537.68
"COL",2007,"gas",10032.75
"COL",2007,"hydro",44419.53
"COL",2007,"oil",2096.34
"COL",2007,"solar",7.19
"COL",2007,"wind",50
"COL",2008,"bioenergy",615.68
"COL",2008,"coal",3201.91
"COL",2008,"gas",9332.17
"COL",2008,"hydro",46327.97
"COL",2008,"oil",2079.61
"COL",2008,"solar",7.33
"COL",2008,"wind",54
"COL",2009,"bioenergy",846.55
"COL",2009,"coal",4924.92
"COL",2009,"gas",14054.45
"COL",2009,"hydro",40979.46
"COL",2009,"oil",2613.18
"COL",2009,"solar",7.44
"COL",2009,"wind",58
"COL",2010,"bioenergy",993.79
"COL",2010,"coal",5163.26
"COL",2010,"gas",15013.03
"COL",2010,"hydro",40718.75
"COL",2010,"oil",3130.69
"COL",2010,"solar",7.64
"COL",2010,"wind",39
"COL",2011,"bioenergy",1317.61
"COL",2011,"coal",2550.11
"COL",2011,"gas",11550.06
"COL",2011,"hydro",48542.77
"COL",2011,"oil",2653.96
"COL",2011,"solar",7.72
"COL",2011,"wind",41
"COL",2012,"bioenergy",1383.04
"COL",2012,"coal",3801.72
"COL",2012,"gas",12303.78
"COL",2012,"hydro",47692.46
"COL",2012,"oil",3022.56
"COL",2012,"solar",8.08
"COL",2012,"wind",55
"COL",2013,"bioenergy",1091.65
"COL",2013,"coal",6390.47
"COL",2013,"gas",15167.2
"COL",2013,"hydro",44469.82
"COL",2013,"oil",2854.72
"COL",2013,"solar",8.28
"COL",2013,"wind",58
"COL",2014,"bioenergy",1297.48
"COL",2014,"coal",6919.73
"COL",2014,"gas",16867.61
"COL",2014,"hydro",44871.88
"COL",2014,"oil",2972.23
"COL",2014,"solar",8.55
"COL",2014,"wind",70
"COL",2015,"bioenergy",1380.88
"COL",2015,"coal",7551.52
"COL",2015,"gas",16777.05
"COL",2015,"hydro",44789.36
"COL",2015,"oil",4790.4
"COL",2015,"solar",8.88
"COL",2015,"wind",68
"COL",2016,"bioenergy",1420.08
"COL",2016,"coal",7083.96
"COL",2016,"gas",14154.95
"COL",2016,"hydro",46912.04
"COL",2016,"oil",5201.1
"COL",2016,"solar",8.88
"COL",2016,"wind",51
"COL",2017,"bioenergy",1561.72
"COL",2017,"coal",3274.77
"COL",2017,"gas",10424.26
"COL",2017,"hydro",57465.97
"COL",2017,"oil",2629.23
"COL",2017,"solar",14.34
"COL",2017,"wind",3
"COL",2018,"bioenergy",1714.81
"COL",2018,"coal",4713.2
"COL",2018,"gas",12449.8
"COL",2018,"hydro",56800.37
"COL",2018,"oil",2934.4
"COL",2018,"solar",15.4
"COL",2018,"wind",43.44
"COL",2019,"bioenergy",1658.69
"COL",2019,"coal",8490.55
"COL",2019,"gas",12579.11
"COL",2019,"hydro",54596.12
"COL",2019,"oil",3314.32
"COL",2019,"solar",139.43
"COL",2019,"wind",63.32
"COL",2020,"bioenergy",1712.42
"COL",2020,"coal",10117.32
"COL",2020,"gas",14219.02
"COL",2020,"hydro",49977.36
"COL",2020,"oil",3602.77
"COL",2020,"solar",205.54
"COL",2020,"wind",10.12
"COM",2000,"oil",35
"COM",2001,"oil",32
"COM",2002,"hydro",3
"COM",2002,"oil",26.89
"COM",2003,"hydro",4
"COM",2003,"oil",27.79
"COM",2004,"hydro",5
"COM",2004,"oil",36
"COM",2005,"hydro",5
"COM",2005,"oil",37.9
"COM",2006,"hydro",5
"COM",2006,"oil",35.04
"COM",2007,"hydro",5
"COM",2007,"oil",46.8
"COM",2008,"hydro",5
"COM",2008,"oil",43
"COM",2009,"hydro",5
"COM",2009,"oil",46.4
"COM",2010,"hydro",5
"COM",2010,"oil",63.6
"COM",2011,"hydro",5
"COM",2011,"oil",57.4
"COM",2012,"hydro",5
"COM",2012,"oil",58.4
"COM",2013,"hydro",5
"COM",2013,"oil",56.1
"COM",2014,"hydro",5
"COM",2014,"oil",52.5
"COM",2015,"oil",37.9
"COM",2016,"oil",50.12
"COM",2017,"oil",50.12
"COM",2018,"oil",50.12
"COM",2019,"oil",50.12
"COM",2020,"oil",50.12
"CPV",2000,"oil",141.75
"CPV",2000,"wind",4.55
"CPV",2001,"oil",169.57
"CPV",2001,"wind",3.75
"CPV",2002,"oil",173.31
"CPV",2002,"wind",5.66
"CPV",2003,"oil",193.29
"CPV",2003,"wind",5.37
"CPV",2004,"oil",212.38
"CPV",2004,"wind",6.43
"CPV",2005,"oil",229.61
"CPV",2005,"wind",6.45
"CPV",2006,"oil",243.48
"CPV",2006,"wind",7.44
"CPV",2007,"oil",261.65
"CPV",2007,"wind",6.87
"CPV",2008,"oil",280.29
"CPV",2008,"wind",5.51
"CPV",2009,"oil",290.64
"CPV",2009,"wind",4.66
"CPV",2010,"oil",333.92
"CPV",2010,"solar",2.11
"CPV",2010,"wind",1.99
"CPV",2011,"oil",324.08
"CPV",2011,"solar",8.96
"CPV",2011,"wind",15.61
"CPV",2012,"oil",300.34
"CPV",2012,"solar",7.46
"CPV",2012,"wind",63.03
"CPV",2013,"oil",308.03
"CPV",2013,"solar",7.25
"CPV",2013,"wind",76.01
"CPV",2014,"oil",312.44
"CPV",2014,"solar",6.65
"CPV",2014,"wind",82.56
"CPV",2015,"oil",334.51
"CPV",2015,"solar",6.21
"CPV",2015,"wind",78.81
"CPV",2016,"oil",361.41
"CPV",2016,"solar",5.64
"CPV",2016,"wind",76.93
"CPV",2017,"oil",349.93
"CPV",2017,"solar",6.61
"CPV",2017,"wind",68.32
"CPV",2018,"oil",340.27
"CPV",2018,"solar",9.12
"CPV",2018,"wind",80.23
"CPV",2019,"oil",360.93
"CPV",2019,"solar",8.99
"CPV",2019,"wind",73.8
"CPV",2020,"oil",348.79
"CPV",2020,"solar",6.59
"CPV",2020,"wind",63.93
"CRI",2000,"bioenergy",17
"CRI",2000,"hydro",5684.1
"CRI",2000,"oil",62.3
"CRI",2000,"otherrenewable",937.5
"CRI",2000,"wind",182.7
"CRI",2001,"bioenergy",16
"CRI",2001,"hydro",5649.6
"CRI",2001,"oil",98.2
"CRI",2001,"otherrenewable",952.3
"CRI",2001,"solar",0.6
"CRI",2001,"wind",185.5
"CRI",2002,"bioenergy",53
"CRI",2002,"hydro",5963.9
"CRI",2002,"oil",120.7
"CRI",2002,"otherrenewable",1083.3
"CRI",2002,"solar",1.21
"CRI",2002,"wind",258.9
"CRI",2003,"bioenergy",48
"CRI",2003,"hydro",6015.6
"CRI",2003,"oil",155
"CRI",2003,"otherrenewable",1098.8
"CRI",2003,"solar",1.98
"CRI",2003,"wind",230
"CRI",2004,"bioenergy",22.9
"CRI",2004,"hydro",6497.1
"CRI",2004,"oil",64.3
"CRI",2004,"otherrenewable",1134.7
"CRI",2004,"solar",2.67
"CRI",2004,"wind",255.3
"CRI",2005,"bioenergy",53.1
"CRI",2005,"hydro",6559.9
"CRI",2005,"oil",268.1
"CRI",2005,"otherrenewable",1090.1
"CRI",2005,"solar",3.32
"CRI",2005,"wind",203.6
"CRI",2006,"bioenergy",59.8
"CRI",2006,"hydro",6594.6
"CRI",2006,"oil",530
"CRI",2006,"otherrenewable",1146.5
"CRI",2006,"solar",4.14
"CRI",2006,"wind",273.5
"CRI",2007,"bioenergy",66.2
"CRI",2007,"hydro",6770.6
"CRI",2007,"oil",722.2
"CRI",2007,"otherrenewable",1238.5
"CRI",2007,"solar",4.99
"CRI",2007,"wind",241.1
"CRI",2008,"bioenergy",72.1
"CRI",2008,"hydro",7383.5
"CRI",2008,"oil",676.8
"CRI",2008,"otherrenewable",1130.9
"CRI",2008,"solar",5.96
"CRI",2008,"wind",198.2
"CRI",2009,"bioenergy",113.61
"CRI",2009,"hydro",7224.5
"CRI",2009,"oil",451.2
"CRI",2009,"otherrenewable",1185.8
"CRI",2009,"solar",6.89
"CRI",2009,"wind",326.2
"CRI",2010,"bioenergy",136.71
"CRI",2010,"hydro",7261.7
"CRI",2010,"oil",641.2
"CRI",2010,"otherrenewable",1176.1
"CRI",2010,"solar",8.07
"CRI",2010,"wind",358.7
"CRI",2011,"bioenergy",130.74
"CRI",2011,"hydro",7134.6
"CRI",2011,"oil",863.3
"CRI",2011,"otherrenewable",1279.5
"CRI",2011,"solar",9.36
"CRI",2011,"wind",414.5
"CRI",2012,"bioenergy",169.93
"CRI",2012,"hydro",7233.2
"CRI",2012,"oil",830.3
"CRI",2012,"otherrenewable",1402.6
"CRI",2012,"solar",11.58
"CRI",2012,"wind",528.4
"CRI",2013,"bioenergy",182.13
"CRI",2013,"hydro",6851
"CRI",2013,"oil",1196
"CRI",2013,"otherrenewable",1516.7
"CRI",2013,"solar",16.17
"CRI",2013,"wind",484.6
"CRI",2014,"bioenergy",180.13
"CRI",2014,"hydro",6717.2
"CRI",2014,"oil",1043
"CRI",2014,"otherrenewable",1538.1
"CRI",2014,"solar",21.16
"CRI",2014,"wind",734.8
"CRI",2015,"bioenergy",178.74
"CRI",2015,"hydro",8066.59
"CRI",2015,"oil",108.12
"CRI",2015,"otherrenewable",1375.63
"CRI",2015,"solar",28.21
"CRI",2015,"wind",1079.51
"CRI",2016,"bioenergy",204.74
"CRI",2016,"hydro",8025.95
"CRI",2016,"oil",193.03
"CRI",2016,"otherrenewable",1339.52
"CRI",2016,"solar",30.41
"CRI",2016,"wind",1147.29
"CRI",2017,"bioenergy",208.21
"CRI",2017,"hydro",8676.96
"CRI",2017,"oil",37.42
"CRI",2017,"otherrenewable",1117.83
"CRI",2017,"solar",39.91
"CRI",2017,"wind",1287.68
"CRI",2018,"bioenergy",207.45
"CRI",2018,"hydro",8342.9
"CRI",2018,"oil",158.55
"CRI",2018,"otherrenewable",968.57
"CRI",2018,"solar",59.4
"CRI",2018,"wind",1798.88
"CRI",2019,"bioenergy",208.74
"CRI",2019,"hydro",7826.66
"CRI",2019,"oil",95.64
"CRI",2019,"otherrenewable",1512.58
"CRI",2019,"solar",78.01
"CRI",2019,"wind",1796.34
"CRI",2020,"bioenergy",209.88
"CRI",2020,"hydro",8294.32
"CRI",2020,"oil",23.73
"CRI",2020,"otherrenewable",1689.17
"CRI",2020,"solar",78
"CRI",2020,"wind",1459.44
"CUB",2000,"bioenergy",944.2
"CUB",2000,"gas",1307.4
"CUB",2000,"hydro",89
"CUB",2000,"oil",12691.6
"CUB",2001,"bioenergy",930.3
"CUB",2001,"gas",1257.5
"CUB",2001,"hydro",75
"CUB",2001,"oil",13037
"CUB",2002,"bioenergy",938.5
"CUB",2002,"gas",1222.9
"CUB",2002,"hydro",106.4
"CUB",2002,"oil",13430.7
"CUB",2002,"wind",0.3
"CUB",2003,"bioenergy",720.1
"CUB",2003,"gas",1611
"CUB",2003,"hydro",127.7
"CUB",2003,"oil",13351.3
"CUB",2003,"wind",0.4
"CUB",2004,"bioenergy",788.6
"CUB",2004,"gas",1871.2
"CUB",2004,"hydro",87.6
"CUB",2004,"oil",12885.9
"CUB",2004,"wind",0.4
"CUB",2005,"bioenergy",419.5
"CUB",2005,"gas",1937.2
"CUB",2005,"hydro",67.7
"CUB",2005,"oil",12916.6
"CUB",2005,"wind",0.1
"CUB",2006,"bioenergy",406.1
"CUB",2006,"gas",2233.2
"CUB",2006,"hydro",93.5
"CUB",2006,"oil",13735.3
"CUB",2006,"wind",0.3
"CUB",2007,"bioenergy",412.8
"CUB",2007,"gas",2493.3
"CUB",2007,"hydro",121.4
"CUB",2007,"oil",14594.82
"CUB",2007,"wind",0.2
"CUB",2008,"bioenergy",553.7
"CUB",2008,"gas",2537.9
"CUB",2008,"hydro",138.31
"CUB",2008,"oil",14453.08
"CUB",2008,"wind",8.19
"CUB",2009,"bioenergy",534.8
"CUB",2009,"gas",2380.8
"CUB",2009,"hydro",150.8
"CUB",2009,"oil",14667.09
"CUB",2009,"wind",3.48
"CUB",2010,"bioenergy",446.2
"CUB",2010,"gas",2269.1
"CUB",2010,"hydro",96.6
"CUB",2010,"oil",14575.42
"CUB",2010,"wind",11.57
"CUB",2011,"bioenergy",453.8
"CUB",2011,"gas",2053.7
"CUB",2011,"hydro",99.2
"CUB",2011,"oil",15148.8
"CUB",2011,"solar",13.96
"CUB",2011,"wind",18.13
"CUB",2012,"bioenergy",551
"CUB",2012,"gas",2092.3
"CUB",2012,"hydro",110.9
"CUB",2012,"oil",15667.51
"CUB",2012,"solar",15.12
"CUB",2012,"wind",21.46
"CUB",2013,"bioenergy",696.6
"CUB",2013,"gas",1986.6
"CUB",2013,"hydro",127.3
"CUB",2013,"oil",16333.88
"CUB",2013,"solar",112.81
"CUB",2013,"wind",22.52
"CUB",2014,"bioenergy",636.5
"CUB",2014,"gas",2794
"CUB",2014,"hydro",104.1
"CUB",2014,"oil",15821.53
"CUB",2014,"solar",94.2
"CUB",2014,"wind",19.15
"CUB",2015,"bioenergy",702.7
"CUB",2015,"gas",2950.1
"CUB",2015,"hydro",48.3
"CUB",2015,"oil",16578.59
"CUB",2015,"solar",125.6
"CUB",2015,"wind",20.93
"CUB",2016,"bioenergy",686.3
"CUB",2016,"gas",2924.6
"CUB",2016,"hydro",64.2
"CUB",2016,"oil",16765.84
"CUB",2016,"solar",143.05
"CUB",2016,"wind",20.93
"CUB",2017,"bioenergy",622.2
"CUB",2017,"gas",2801.6
"CUB",2017,"hydro",82.57
"CUB",2017,"oil",17068.81
"CUB",2017,"solar",75.18
"CUB",2017,"wind",23.26
"CUB",2018,"bioenergy",444
"CUB",2018,"gas",2637.2
"CUB",2018,"hydro",145.5
"CUB",2018,"oil",17568.41
"CUB",2018,"solar",161.25
"CUB",2018,"wind",18.61
"CUB",2019,"bioenergy",521.5
"CUB",2019,"gas",2449.8
"CUB",2019,"hydro",127.83
"CUB",2019,"oil",17498.82
"CUB",2019,"solar",164.19
"CUB",2019,"wind",27.33
"CUB",2020,"bioenergy",562.8
"CUB",2020,"gas",2014.9
"CUB",2020,"hydro",115.23
"CUB",2020,"oil",16283.1
"CUB",2020,"solar",155.83
"CUB",2020,"wind",27.91
"CYM",2000,"oil",490
"CYM",2001,"oil",516.67
"CYM",2002,"oil",535.56
"CYM",2003,"oil",562.22
"CYM",2004,"oil",501.11
"CYM",2005,"oil",535.56
"CYM",2006,"oil",616.67
"CYM",2007,"oil",671.11
"CYM",2008,"oil",683.33
"CYM",2009,"oil",663.78
"CYM",2010,"oil",659.44
"CYM",2011,"oil",660
"CYM",2012,"oil",652.33
"CYM",2013,"oil",661.78
"CYM",2014,"oil",671.89
"CYM",2015,"oil",693
"CYM",2016,"oil",720.06
"CYM",2016,"solar",2.25
"CYM",2017,"oil",716.57
"CYM",2017,"solar",9.39
"CYM",2018,"oil",696.19
"CYM",2018,"solar",15.23
"CYM",2019,"oil",735.2
"CYM",2019,"solar",17.12
"CYM",2020,"oil",702.31
"CYM",2020,"solar",19.42
"CYP",2000,"oil",3370
"CYP",2001,"oil",3551
"CYP",2002,"oil",3785
"CYP",2003,"oil",4052
"CYP",2004,"oil",4201
"CYP",2004,"solar",0.45
"CYP",2004,"wind",0.36
"CYP",2005,"oil",4376
"CYP",2005,"solar",0.57
"CYP",2005,"wind",0.36
"CYP",2006,"oil",4651
"CYP",2006,"solar",1
"CYP",2006,"wind",0.36
"CYP",2007,"bioenergy",1
"CYP",2007,"oil",4868
"CYP",2007,"solar",1.74
"CYP",2007,"wind",0.36
"CYP",2008,"bioenergy",12
"CYP",2008,"oil",5064
"CYP",2008,"solar",2.56
"CYP",2008,"wind",0.36
"CYP",2009,"bioenergy",27
"CYP",2009,"oil",5184
"CYP",2009,"solar",3.84
"CYP",2009,"wind",0.36
"CYP",2010,"bioenergy",35
"CYP",2010,"oil",5249
"CYP",2010,"solar",6.39
"CYP",2010,"wind",31.73
"CYP",2011,"bioenergy",52
"CYP",2011,"oil",4751
"CYP",2011,"solar",11.94
"CYP",2011,"wind",114.67
"CYP",2012,"bioenergy",50
"CYP",2012,"oil",4460
"CYP",2012,"solar",21.55
"CYP",2012,"wind",185.48
"CYP",2013,"bioenergy",49
"CYP",2013,"oil",3963
"CYP",2013,"solar",47.11
"CYP",2013,"wind",231.04
"CYP",2014,"bioenergy",51
"CYP",2014,"oil",4033
"CYP",2014,"solar",83.59
"CYP",2014,"wind",182.85
"CYP",2015,"bioenergy",51
"CYP",2015,"oil",4135
"CYP",2015,"solar",126.66
"CYP",2015,"wind",221.86
"CYP",2016,"bioenergy",52
"CYP",2016,"oil",4463
"CYP",2016,"solar",145.94
"CYP",2016,"wind",226.7
"CYP",2017,"bioenergy",51.75
"CYP",2017,"oil",4569.15
"CYP",2017,"solar",172.01
"CYP",2017,"wind",211.45
"CYP",2018,"bioenergy",56.9
"CYP",2018,"oil",4583.14
"CYP",2018,"solar",199.49
"CYP",2018,"wind",221.04
"CYP",2019,"bioenergy",57.92
"CYP",2019,"oil",4626.74
"CYP",2019,"solar",218.27
"CYP",2019,"wind",238.57
"CYP",2020,"bioenergy",60.64
"CYP",2020,"oil",4252.55
"CYP",2020,"solar",295.61
"CYP",2020,"wind",240.41
"CZE",2000,"bioenergy",517
"CZE",2000,"coal",54968
"CZE",2000,"gas",1691
"CZE",2000,"hydro",2313
"CZE",2000,"nuclear",13590
"CZE",2000,"oil",378
"CZE",2000,"otherrenewable",8
"CZE",2000,"solar",0.05
"CZE",2000,"wind",0.89
"CZE",2001,"bioenergy",514
"CZE",2001,"coal",54937
"CZE",2001,"gas",1580
"CZE",2001,"hydro",2467
"CZE",2001,"nuclear",14749
"CZE",2001,"oil",391
"CZE",2001,"otherrenewable",9
"CZE",2001,"solar",0.08
"CZE",2002,"bioenergy",494
"CZE",2002,"coal",52263
"CZE",2002,"gas",1605
"CZE",2002,"hydro",2845
"CZE",2002,"nuclear",18738
"CZE",2002,"oil",391
"CZE",2002,"otherrenewable",10
"CZE",2002,"solar",0.12
"CZE",2002,"wind",2.02
"CZE",2003,"bioenergy",481
"CZE",2003,"coal",53106
"CZE",2003,"gas",1584
"CZE",2003,"hydro",1794
"CZE",2003,"nuclear",25872
"CZE",2003,"oil",375
"CZE",2003,"otherrenewable",10
"CZE",2003,"solar",0.18
"CZE",2003,"wind",4.89
"CZE",2004,"bioenergy",702
"CZE",2004,"coal",52825
"CZE",2004,"gas",1543
"CZE",2004,"hydro",2562.6
"CZE",2004,"nuclear",26325
"CZE",2004,"oil",356
"CZE",2004,"otherrenewable",10
"CZE",2004,"solar",0.29
"CZE",2004,"wind",9.87
"CZE",2005,"bioenergy",720
"CZE",2005,"coal",52267
"CZE",2005,"gas",1470
"CZE",2005,"hydro",3027
"CZE",2005,"nuclear",24728
"CZE",2005,"oil",334
"CZE",2005,"otherrenewable",11
"CZE",2005,"solar",0.41
"CZE",2005,"wind",21.28
"CZE",2006,"bioenergy",908
"CZE",2006,"coal",52255
"CZE",2006,"gas",1567
"CZE",2006,"hydro",3257.3
"CZE",2006,"nuclear",26046
"CZE",2006,"oil",266
"CZE",2006,"otherrenewable",12
"CZE",2006,"solar",0.59
"CZE",2006,"wind",49.4
"CZE",2007,"bioenergy",1183
"CZE",2007,"coal",56687
"CZE",2007,"gas",1370
"CZE",2007,"hydro",2523.41
"CZE",2007,"nuclear",26172
"CZE",2007,"oil",125
"CZE",2007,"otherrenewable",11
"CZE",2007,"solar",2.13
"CZE",2007,"wind",125.1
"CZE",2008,"bioenergy",1438
"CZE",2008,"coal",51852
"CZE",2008,"gas",1018
"CZE",2008,"hydro",2376.34
"CZE",2008,"nuclear",26551
"CZE",2008,"oil",143
"CZE",2008,"otherrenewable",11
"CZE",2008,"solar",12.94
"CZE",2008,"wind",244.66
"CZE",2009,"bioenergy",1837
"CZE",2009,"coal",48629
"CZE",2009,"gas",975
"CZE",2009,"hydro",2982.71
"CZE",2009,"nuclear",27208
"CZE",2009,"oil",166
"CZE",2009,"otherrenewable",11
"CZE",2009,"solar",88.81
"CZE",2009,"wind",288.07
"CZE",2010,"bioenergy",2127
"CZE",2010,"coal",49739
"CZE",2010,"gas",1362
"CZE",2010,"hydro",3380.58
"CZE",2010,"nuclear",27998
"CZE",2010,"oil",311
"CZE",2010,"otherrenewable",35
"CZE",2010,"solar",615.7
"CZE",2010,"wind",335.49
"CZE",2011,"bioenergy",2616
"CZE",2011,"coal",49523
"CZE",2011,"gas",1397
"CZE",2011,"hydro",2664.01
"CZE",2011,"nuclear",28283
"CZE",2011,"oil",325
"CZE",2011,"otherrenewable",90
"CZE",2011,"solar",2182.02
"CZE",2011,"wind",397
"CZE",2012,"bioenergy",3285
"CZE",2012,"coal",46567
"CZE",2012,"gas",1479
"CZE",2012,"hydro",2860.15
"CZE",2012,"nuclear",30324
"CZE",2012,"oil",252
"CZE",2012,"otherrenewable",86
"CZE",2012,"solar",2148.62
"CZE",2012,"wind",415.82
"CZE",2013,"bioenergy",3977
"CZE",2013,"coal",43711
"CZE",2013,"gas",2025
"CZE",2013,"hydro",3639.51
"CZE",2013,"nuclear",30745
"CZE",2013,"oil",218
"CZE",2013,"otherrenewable",84
"CZE",2013,"solar",2032.65
"CZE",2013,"wind",480.52
"CZE",2014,"bioenergy",4575
"CZE",2014,"coal",43531
"CZE",2014,"gas",1806
"CZE",2014,"hydro",2960.75
"CZE",2014,"nuclear",30325
"CZE",2014,"oil",262
"CZE",2014,"otherrenewable",88
"CZE",2014,"solar",2122.87
"CZE",2014,"wind",476.54
"CZE",2015,"bioenergy",4703
"CZE",2015,"coal",43837
"CZE",2015,"gas",2264
"CZE",2015,"hydro",3070.77
"CZE",2015,"nuclear",26841
"CZE",2015,"oil",252
"CZE",2015,"otherrenewable",87
"CZE",2015,"solar",2263.85
"CZE",2015,"wind",572.61
"CZE",2016,"bioenergy",4657
"CZE",2016,"coal",44641
"CZE",2016,"gas",3710
"CZE",2016,"hydro",3202.04
"CZE",2016,"nuclear",24104
"CZE",2016,"oil",268
"CZE",2016,"otherrenewable",99
"CZE",2016,"solar",2131.46
"CZE",2016,"wind",496.96
"CZE",2017,"bioenergy",4852.67
"CZE",2017,"coal",43925.28
"CZE",2017,"gas",3679.42
"CZE",2017,"hydro",3039.92
"CZE",2017,"nuclear",28339.6
"CZE",2017,"oil",314.66
"CZE",2017,"otherrenewable",114.32
"CZE",2017,"solar",2193.37
"CZE",2017,"wind",591.04
"CZE",2018,"bioenergy",4728.09
"CZE",2018,"coal",43570.83
"CZE",2018,"gas",3750.47
"CZE",2018,"hydro",2679.42
"CZE",2018,"nuclear",29921.31
"CZE",2018,"oil",313.51
"CZE",2018,"otherrenewable",100.19
"CZE",2018,"solar",2358.88
"CZE",2018,"wind",609.33
"CZE",2019,"bioenergy",4926.81
"CZE",2019,"coal",39449.04
"CZE",2019,"gas",5790.61
"CZE",2019,"hydro",3174.69
"CZE",2019,"nuclear",30246.21
"CZE",2019,"oil",326.81
"CZE",2019,"otherrenewable",104.85
"CZE",2019,"solar",2311.57
"CZE",2019,"wind",700.01
"CZE",2020,"bioenergy",5095.42
"CZE",2020,"coal",32686.08
"CZE",2020,"gas",6848.36
"CZE",2020,"hydro",3436.96
