"iso3c","year","source","generation"
"KNA",2007,"oil",209
"KNA",2008,"oil",201
"KNA",2009,"oil",217
"KNA",2010,"oil",210.8
"KNA",2010,"wind",5.58
"KNA",2011,"oil",212.96
"KNA",2011,"solar",0.03
"KNA",2011,"wind",5.4
"KNA",2012,"oil",205.56
"KNA",2012,"solar",0.03
"KNA",2012,"wind",7.67
"KNA",2013,"oil",200.96
"KNA",2013,"solar",0.57
"KNA",2013,"wind",7.6
"KNA",2014,"oil",200.18
"KNA",2014,"solar",2.27
"KNA",2014,"wind",7.6
"KNA",2015,"oil",209.08
"KNA",2015,"solar",2.27
"KNA",2015,"wind",7.6
"KNA",2016,"oil",219.99
"KNA",2016,"solar",3.06
"KNA",2016,"wind",7.67
"KNA",2017,"oil",222.07
"KNA",2017,"solar",3.06
"KNA",2017,"wind",5.4
"KNA",2018,"oil",230.29
"KNA",2018,"solar",3.06
"KNA",2018,"wind",5.58
"KNA",2019,"oil",241.58
"KNA",2019,"solar",3.06
"KNA",2019,"wind",5.58
"KNA",2020,"oil",223.92
"KNA",2020,"solar",3.06
"KNA",2020,"wind",5.58
"KOR",2000,"bioenergy",57
"KOR",2000,"coal",111395
"KOR",2000,"gas",29461
"KOR",2000,"hydro",5610
"KOR",2000,"nuclear",108964
"KOR",2000,"oil",34595
"KOR",2000,"otherrenewable",22
"KOR",2000,"solar",5
"KOR",2000,"wind",17
"KOR",2001,"bioenergy",54
"KOR",2001,"coal",123427
"KOR",2001,"gas",33615
"KOR",2001,"hydro",5972
"KOR",2001,"nuclear",112133
"KOR",2001,"oil",35704
"KOR",2001,"otherrenewable",34
"KOR",2001,"solar",6
"KOR",2001,"wind",13
"KOR",2002,"bioenergy",122
"KOR",2002,"coal",133838
"KOR",2002,"gas",41774
"KOR",2002,"hydro",5311
"KOR",2002,"nuclear",119103
"KOR",2002,"oil",31655
"KOR",2002,"otherrenewable",57
"KOR",2002,"solar",7
"KOR",2002,"wind",15
"KOR",2003,"bioenergy",128
"KOR",2003,"coal",134222
"KOR",2003,"gas",42492
"KOR",2003,"hydro",6903
"KOR",2003,"nuclear",129672
"KOR",2003,"oil",31682
"KOR",2003,"otherrenewable",60
"KOR",2003,"solar",8
"KOR",2003,"wind",25
"KOR",2004,"bioenergy",175
"KOR",2004,"coal",142263
"KOR",2004,"gas",59399
"KOR",2004,"hydro",5880
"KOR",2004,"nuclear",130715
"KOR",2004,"oil",29604
"KOR",2004,"otherrenewable",69
"KOR",2004,"solar",10
"KOR",2004,"wind",47
"KOR",2005,"bioenergy",163
"KOR",2005,"coal",148791
"KOR",2005,"gas",62154
"KOR",2005,"hydro",5189
"KOR",2005,"nuclear",146779
"KOR",2005,"oil",26098
"KOR",2005,"otherrenewable",71
"KOR",2005,"solar",15
"KOR",2005,"wind",130
"KOR",2006,"bioenergy",198
"KOR",2006,"coal",152914
"KOR",2006,"gas",72656
"KOR",2006,"hydro",5219
"KOR",2006,"nuclear",148749
"KOR",2006,"oil",23933
"KOR",2006,"otherrenewable",82
"KOR",2006,"solar",31
"KOR",2006,"wind",239
"KOR",2007,"bioenergy",367
"KOR",2007,"coal",170704
"KOR",2007,"gas",82360
"KOR",2007,"hydro",5042
"KOR",2007,"nuclear",142937
"KOR",2007,"oil",25347
"KOR",2007,"otherrenewable",113
"KOR",2007,"solar",70
"KOR",2007,"wind",376
"KOR",2008,"bioenergy",494
"KOR",2008,"coal",191761
"KOR",2008,"gas",81332
"KOR",2008,"hydro",5563
"KOR",2008,"nuclear",150958
"KOR",2008,"oil",15509
"KOR",2008,"otherrenewable",91
"KOR",2008,"solar",285
"KOR",2008,"wind",436
"KOR",2009,"bioenergy",515
"KOR",2009,"coal",208864
"KOR",2009,"gas",70278
"KOR",2009,"hydro",5641
"KOR",2009,"nuclear",147771
"KOR",2009,"oil",20076
"KOR",2009,"otherrenewable",108
"KOR",2009,"solar",566
"KOR",2009,"wind",685
"KOR",2010,"bioenergy",794
"KOR",2010,"coal",219276
"KOR",2010,"gas",103184
"KOR",2010,"hydro",6472
"KOR",2010,"nuclear",148596
"KOR",2010,"oil",19476
"KOR",2010,"otherrenewable",122.04
"KOR",2010,"solar",772
"KOR",2010,"wind",817
"KOR",2011,"bioenergy",992
"KOR",2011,"coal",224518
"KOR",2011,"gas",115717
"KOR",2011,"hydro",7831
"KOR",2011,"nuclear",154723
"KOR",2011,"oil",17616
"KOR",2011,"otherrenewable",161.31
"KOR",2011,"solar",917.06
"KOR",2011,"wind",863
"KOR",2012,"bioenergy",964
"KOR",2012,"coal",239347
"KOR",2012,"gas",111937
"KOR",2012,"hydro",7652
"KOR",2012,"nuclear",150327
"KOR",2012,"oil",22231
"KOR",2012,"otherrenewable",605.92
"KOR",2012,"solar",1103.06
"KOR",2012,"wind",917
"KOR",2013,"bioenergy",1109
"KOR",2013,"coal",222842
"KOR",2013,"gas",144835
"KOR",2013,"hydro",8394
"KOR",2013,"nuclear",138784
"KOR",2013,"oil",22647
"KOR",2013,"otherrenewable",631
"KOR",2013,"solar",1605.06
"KOR",2013,"wind",1149
"KOR",2014,"bioenergy",1462
"KOR",2014,"coal",231500
"KOR",2014,"gas",130458
"KOR",2014,"hydro",7820
"KOR",2014,"nuclear",156407
"KOR",2014,"oil",18948
"KOR",2014,"otherrenewable",636
"KOR",2014,"solar",2557
"KOR",2014,"wind",1146.01
"KOR",2015,"bioenergy",2487
"KOR",2015,"coal",236586
"KOR",2015,"gas",122856
"KOR",2015,"hydro",5796
"KOR",2015,"nuclear",164762
"KOR",2015,"oil",14201
"KOR",2015,"otherrenewable",692
"KOR",2015,"solar",3975
"KOR",2015,"wind",1342.01
"KOR",2016,"bioenergy",5551
"KOR",2016,"coal",234699
"KOR",2016,"gas",126559
"KOR",2016,"hydro",6634
"KOR",2016,"nuclear",161995
"KOR",2016,"oil",19679
"KOR",2016,"otherrenewable",680
"KOR",2016,"solar",5123
"KOR",2016,"wind",1683
"KOR",2017,"bioenergy",5916
"KOR",2017,"coal",255508
"KOR",2017,"gas",125947
"KOR",2017,"hydro",7006
"KOR",2017,"nuclear",148427
"KOR",2017,"oil",14191
"KOR",2017,"otherrenewable",660
"KOR",2017,"solar",7057
"KOR",2017,"wind",2169
"KOR",2018,"bioenergy",7335
"KOR",2018,"coal",258286
"KOR",2018,"gas",155541
"KOR",2018,"hydro",7270
"KOR",2018,"nuclear",133505
"KOR",2018,"oil",15840
"KOR",2018,"otherrenewable",658
"KOR",2018,"solar",9208
"KOR",2018,"wind",2465
"KOR",2019,"bioenergy",8301
"KOR",2019,"coal",246072
"KOR",2019,"gas",146095
"KOR",2019,"hydro",6249
"KOR",2019,"nuclear",145910
"KOR",2019,"oil",12553
"KOR",2019,"otherrenewable",637
"KOR",2019,"solar",12996
"KOR",2019,"wind",2680
"KOR",2020,"bioenergy",8135
"KOR",2020,"coal",206456
"KOR",2020,"gas",163074
"KOR",2020,"hydro",7148
"KOR",2020,"nuclear",160184
"KOR",2020,"oil",11857
"KOR",2020,"otherrenewable",620
"KOR",2020,"solar",17967
"KOR",2020,"wind",3151
"KWT",2000,"gas",10647
"KWT",2000,"oil",21676
"KWT",2001,"gas",10533
"KWT",2001,"oil",23766
"KWT",2002,"gas",7996
"KWT",2002,"oil",28366
"KWT",2003,"gas",9799
"KWT",2003,"oil",28778
"KWT",2004,"gas",11427
"KWT",2004,"oil",29830
"KWT",2005,"gas",10974
"KWT",2005,"oil",32760
"KWT",2006,"gas",14953
"KWT",2006,"oil",32652
"KWT",2007,"gas",15550
"KWT",2007,"oil",33204
"KWT",2008,"gas",18459
"KWT",2008,"oil",33290
"KWT",2009,"gas",15347
"KWT",2009,"oil",37869
"KWT",2010,"gas",19749
"KWT",2010,"oil",37333
"KWT",2011,"gas",22496
"KWT",2011,"oil",34993
"KWT",2011,"solar",0.01
"KWT",2012,"gas",31305
"KWT",2012,"oil",29814
"KWT",2012,"solar",0.01
"KWT",2013,"gas",27273
"KWT",2013,"oil",33709
"KWT",2013,"solar",0.18
"KWT",2014,"gas",33781
"KWT",2014,"oil",31359
"KWT",2014,"solar",3.28
"KWT",2015,"gas",37767
"KWT",2015,"oil",30521
"KWT",2015,"solar",5.09
"KWT",2016,"gas",40785
"KWT",2016,"oil",29300
"KWT",2016,"solar",48.81
"KWT",2017,"gas",40414
"KWT",2017,"oil",32374
"KWT",2017,"solar",51.25
"KWT",2017,"wind",1.96
"KWT",2018,"gas",43495
"KWT",2018,"oil",30612
"KWT",2018,"solar",53.21
"KWT",2018,"wind",1.96
"KWT",2019,"gas",46658
"KWT",2019,"oil",28424
"KWT",2019,"solar",58.54
"KWT",2019,"wind",3.64
"KWT",2020,"oil",74756.81
"KWT",2020,"solar",55.52
"KWT",2020,"wind",4.77
"LAO",2000,"hydro",3689.1
"LAO",2001,"hydro",3641.4
"LAO",2002,"hydro",3479.2
"LAO",2003,"hydro",3188.1
"LAO",2004,"hydro",3357.4
"LAO",2005,"hydro",3522
"LAO",2006,"hydro",3608.3
"LAO",2006,"solar",0
"LAO",2007,"hydro",3385.8
"LAO",2007,"solar",0
"LAO",2008,"hydro",3730.5
"LAO",2008,"solar",0
"LAO",2009,"hydro",3389.1
"LAO",2009,"solar",0.01
"LAO",2010,"hydro",8457.6
"LAO",2010,"solar",0.02
"LAO",2011,"hydro",12992.3
"LAO",2011,"solar",0.02
"LAO",2012,"hydro",12769.1
"LAO",2012,"solar",0.02
"LAO",2013,"bioenergy",5.33
"LAO",2013,"hydro",15517.11
"LAO",2013,"solar",0.65
"LAO",2014,"bioenergy",6.57
"LAO",2014,"hydro",15749.1
"LAO",2014,"solar",2.11
"LAO",2015,"bioenergy",3.56
"LAO",2015,"coal",0.4
"LAO",2015,"hydro",16000.35
"LAO",2015,"solar",2.59
"LAO",2016,"bioenergy",4.39
"LAO",2016,"coal",204.03
"LAO",2016,"hydro",17601.22
"LAO",2016,"solar",2.8
"LAO",2017,"bioenergy",26.16
"LAO",2017,"coal",467.15
"LAO",2017,"hydro",19489.23
"LAO",2017,"solar",2.8
"LAO",2018,"bioenergy",45.83
"LAO",2018,"coal",620.8
"LAO",2018,"hydro",21169.53
"LAO",2018,"solar",19.1
"LAO",2019,"bioenergy",45.83
"LAO",2019,"coal",12582
"LAO",2019,"hydro",30679.95
"LAO",2019,"solar",41.62
"LAO",2020,"bioenergy",45.83
"LAO",2020,"coal",12582
"LAO",2020,"hydro",29812.95
"LAO",2020,"solar",43.47
"LBN",2000,"hydro",443.6
"LBN",2000,"oil",6709
"LBN",2001,"hydro",331.8
"LBN",2001,"oil",7841.48
"LBN",2002,"hydro",677.84
"LBN",2002,"oil",8199.75
"LBN",2003,"hydro",1264.68
"LBN",2003,"oil",9176.13
"LBN",2004,"hydro",1071.44
"LBN",2004,"oil",8905.18
"LBN",2005,"hydro",1046.28
"LBN",2005,"oil",9068.82
"LBN",2006,"hydro",694.46
"LBN",2006,"oil",8592.81
"LBN",2007,"hydro",585.5
"LBN",2007,"oil",8989.18
"LBN",2008,"hydro",373.4
"LBN",2008,"oil",10253.51
"LBN",2008,"solar",0
"LBN",2009,"hydro",614.11
"LBN",2009,"oil",10188.44
"LBN",2009,"solar",0
"LBN",2010,"hydro",839.25
"LBN",2010,"oil",10378.38
"LBN",2010,"solar",0.52
"LBN",2011,"hydro",805.25
"LBN",2011,"oil",10751.43
"LBN",2011,"solar",0.75
"LBN",2012,"bioenergy",9.95
"LBN",2012,"hydro",1177.46
"LBN",2012,"oil",9464.47
"LBN",2012,"solar",1.26
"LBN",2012,"wind",1
"LBN",2013,"bioenergy",9.95
"LBN",2013,"hydro",1034.51
"LBN",2013,"oil",10540.03
"LBN",2013,"solar",2.96
"LBN",2013,"wind",4
"LBN",2014,"bioenergy",9.95
"LBN",2014,"hydro",193.39
"LBN",2014,"oil",12193.36
"LBN",2014,"solar",7.06
"LBN",2014,"wind",6
"LBN",2015,"bioenergy",9.95
"LBN",2015,"hydro",479.25
"LBN",2015,"oil",11773.2
"LBN",2015,"solar",16.96
"LBN",2015,"wind",6
"LBN",2016,"bioenergy",9.95
"LBN",2016,"hydro",382.15
"LBN",2016,"oil",12678.44
"LBN",2016,"solar",36.47
"LBN",2016,"wind",6
"LBN",2017,"bioenergy",30.42
"LBN",2017,"hydro",414.68
"LBN",2017,"oil",14082.91
"LBN",2017,"solar",55.59
"LBN",2017,"wind",6
"LBN",2018,"bioenergy",32.17
"LBN",2018,"hydro",346.08
"LBN",2018,"oil",22985.83
"LBN",2018,"solar",83.8
"LBN",2019,"bioenergy",32.17
"LBN",2019,"hydro",965.02
"LBN",2019,"oil",21837.09
"LBN",2019,"solar",111.71
"LBN",2020,"bioenergy",32.17
"LBN",2020,"hydro",1024.51
"LBN",2020,"oil",19439.54
"LBN",2020,"solar",111.71
"LBR",2000,"hydro",21
"LBR",2000,"oil",70
"LBR",2001,"hydro",21
"LBR",2001,"oil",70
"LBR",2002,"hydro",21
"LBR",2002,"oil",70
"LBR",2003,"hydro",21
"LBR",2003,"oil",70
"LBR",2004,"hydro",21
"LBR",2004,"oil",73
"LBR",2005,"hydro",21
"LBR",2005,"oil",73
"LBR",2006,"hydro",21
"LBR",2006,"oil",73
"LBR",2007,"hydro",21
"LBR",2007,"oil",78
"LBR",2008,"hydro",21
"LBR",2008,"oil",78
"LBR",2009,"hydro",21
"LBR",2009,"oil",78
"LBR",2010,"hydro",21
"LBR",2010,"oil",87.4
"LBR",2010,"solar",0.01
"LBR",2011,"hydro",21
"LBR",2011,"oil",91
"LBR",2011,"solar",0.01
"LBR",2012,"hydro",21
"LBR",2012,"oil",91
"LBR",2012,"solar",0.06
"LBR",2013,"hydro",21
"LBR",2013,"oil",92.6
"LBR",2013,"solar",0.06
"LBR",2014,"hydro",21
"LBR",2014,"oil",92.6
"LBR",2014,"solar",0.06
"LBR",2015,"hydro",21
"LBR",2015,"oil",92.6
"LBR",2015,"solar",0.08
"LBR",2016,"hydro",21
"LBR",2016,"oil",98
"LBR",2016,"solar",0.08
"LBR",2017,"hydro",124
"LBR",2017,"oil",98
"LBR",2017,"solar",3.38
"LBR",2018,"hydro",124
"LBR",2018,"oil",98
"LBR",2018,"solar",3.62
"LBR",2019,"hydro",124
"LBR",2019,"oil",98
"LBR",2019,"solar",3.62
"LBR",2020,"hydro",124
"LBR",2020,"oil",98
"LBR",2020,"solar",3.62
"LBY",2000,"gas",3400
"LBY",2000,"oil",12096
"LBY",2001,"gas",3552
"LBY",2001,"oil",12559
"LBY",2002,"gas",3704
"LBY",2002,"oil",13827
"LBY",2003,"gas",3856
"LBY",2003,"oil",15087
"LBY",2003,"solar",0.32
"LBY",2004,"gas",3830
"LBY",2004,"oil",16372
"LBY",2004,"solar",1.11
"LBY",2005,"gas",5981
"LBY",2005,"oil",16336
"LBY",2005,"solar",1.91
"LBY",2006,"gas",9801
"LBY",2006,"oil",14953
"LBY",2006,"solar",2.7
"LBY",2007,"gas",11543
"LBY",2007,"oil",14691
"LBY",2007,"solar",3.5
"LBY",2008,"gas",11750
"LBY",2008,"oil",16916
"LBY",2008,"solar",4.29
"LBY",2009,"gas",11906
"LBY",2009,"oil",18467
"LBY",2009,"solar",5.09
"LBY",2010,"gas",15344
"LBY",2010,"oil",17214
"LBY",2010,"solar",5.88
"LBY",2011,"gas",15550
"LBY",2011,"oil",10449
"LBY",2011,"solar",6.68
"LBY",2012,"gas",20728
"LBY",2012,"oil",13547
"LBY",2012,"solar",7.79
"LBY",2013,"gas",22135
"LBY",2013,"oil",15778
"LBY",2013,"solar",7.79
"LBY",2014,"gas",20262
"LBY",2014,"oil",17461
"LBY",2014,"solar",7.79
"LBY",2015,"gas",20262
"LBY",2015,"oil",17241
"LBY",2015,"solar",7.79
"LBY",2016,"gas",22802
"LBY",2016,"oil",8610
"LBY",2016,"solar",7.79
"LBY",2017,"gas",22834
"LBY",2017,"oil",10440
"LBY",2017,"solar",7.79
"LBY",2018,"gas",22407
"LBY",2018,"oil",11756
"LBY",2018,"solar",7.79
"LBY",2019,"gas",22560
"LBY",2019,"oil",11151
"LBY",2019,"solar",7.79
"LBY",2020,"gas",22560
"LBY",2020,"oil",11151
"LBY",2020,"solar",7.79
"LCA",2000,"oil",276.7
"LCA",2001,"oil",286.5
"LCA",2002,"oil",285.7
"LCA",2003,"oil",298.98
"LCA",2004,"oil",308.54
"LCA",2005,"oil",323.6
"LCA",2006,"oil",330.8
"LCA",2007,"oil",345.7
"LCA",2008,"oil",352.3
"LCA",2009,"oil",362.99
"LCA",2009,"solar",0.02
"LCA",2010,"oil",380.88
"LCA",2010,"solar",0.03
"LCA",2011,"oil",385.21
"LCA",2011,"solar",0.03
"LCA",2012,"oil",384.78
"LCA",2012,"solar",0.08
"LCA",2013,"oil",382.98
"LCA",2013,"solar",0.09
"LCA",2014,"oil",379.43
"LCA",2014,"solar",0.16
"LCA",2015,"oil",381.27
"LCA",2015,"solar",1.18
"LCA",2016,"oil",391.43
"LCA",2016,"solar",1.3
"LCA",2017,"oil",399
"LCA",2017,"solar",1.3
"LCA",2018,"oil",396.07
"LCA",2018,"solar",3.16
"LCA",2019,"oil",404.76
"LCA",2019,"solar",3.16
"LCA",2020,"oil",365.64
"LCA",2020,"solar",5.96
"LKA",2000,"hydro",3205.01
"LKA",2000,"oil",3568.41
"LKA",2000,"solar",0.48
"LKA",2000,"wind",3.36
"LKA",2001,"hydro",3117.55
"LKA",2001,"oil",3554.52
"LKA",2001,"solar",1.35
"LKA",2001,"wind",3.46
"LKA",2002,"hydro",2699.99
"LKA",2002,"oil",4236.33
"LKA",2002,"solar",2.34
"LKA",2002,"wind",3.65
"LKA",2003,"hydro",3317.74
"LKA",2003,"oil",4314.74
"LKA",2003,"solar",3.34
"LKA",2003,"wind",3.39
"LKA",2004,"bioenergy",0.02
"LKA",2004,"hydro",2969.09
"LKA",2004,"oil",5119.2
"LKA",2004,"solar",4.21
"LKA",2004,"wind",2.71
"LKA",2005,"bioenergy",1.97
"LKA",2005,"hydro",3461.52
"LKA",2005,"oil",5354.05
"LKA",2005,"solar",5.2
"LKA",2005,"wind",2.44
"LKA",2006,"bioenergy",1.97
"LKA",2006,"hydro",4644.55
"LKA",2006,"oil",4791.05
"LKA",2006,"solar",6.19
"LKA",2006,"wind",2.32
"LKA",2007,"bioenergy",0.97
"LKA",2007,"hydro",3956.4
"LKA",2007,"oil",5905.05
"LKA",2007,"solar",7.18
"LKA",2007,"wind",2.28
"LKA",2008,"bioenergy",5.97
"LKA",2008,"hydro",4143.04
"LKA",2008,"oil",5763
"LKA",2008,"solar",8.17
"LKA",2008,"wind",3.24
"LKA",2009,"bioenergy",22.97
"LKA",2009,"hydro",3888.7
"LKA",2009,"oil",5975
"LKA",2009,"solar",9.16
"LKA",2009,"wind",3.5
"LKA",2010,"bioenergy",23.97
"LKA",2010,"hydro",5641.34
"LKA",2010,"oil",4994
"LKA",2010,"solar",10.16
"LKA",2010,"wind",53.16
"LKA",2011,"bioenergy",31.65
"LKA",2011,"coal",1038
"LKA",2011,"hydro",4626.02
"LKA",2011,"oil",5748
"LKA",2011,"solar",13.99
"LKA",2011,"wind",91.62
"LKA",2012,"bioenergy",22.2
"LKA",2012,"coal",1404
"LKA",2012,"hydro",3299.41
"LKA",2012,"oil",6935
"LKA",2012,"solar",14.11
"LKA",2012,"wind",146.8
"LKA",2013,"bioenergy",23.31
"LKA",2013,"coal",1469
"LKA",2013,"hydro",6913.39
"LKA",2013,"oil",3260
"LKA",2013,"solar",16.07
"LKA",2013,"wind",234.58
"LKA",2014,"bioenergy",24.4
"LKA",2014,"coal",3202
"LKA",2014,"hydro",6249.49
"LKA",2014,"oil",2598
"LKA",2014,"solar",29.88
"LKA",2014,"wind",272.45
"LKA",2015,"bioenergy",37.89
"LKA",2015,"coal",4443
"LKA",2015,"hydro",5976.49
"LKA",2015,"oil",2275
"LKA",2015,"solar",32.39
"LKA",2015,"wind",343.2
"LKA",2016,"bioenergy",38.51
"LKA",2016,"coal",5047
"LKA",2016,"hydro",4227.49
"LKA",2016,"oil",4461.15
"LKA",2016,"solar",48.8
"LKA",2016,"wind",345.1
"LKA",2017,"bioenergy",54.31
"LKA",2017,"coal",5103
"LKA",2017,"hydro",4011.49
"LKA",2017,"oil",5082.53
"LKA",2017,"solar",109.38
"LKA",2017,"wind",367.2
"LKA",2018,"bioenergy",56.03
"LKA",2018,"coal",4764
"LKA",2018,"hydro",6388.49
"LKA",2018,"oil",3665.93
"LKA",2018,"solar",228.95
"LKA",2018,"wind",326.3
"LKA",2019,"bioenergy",56.54
"LKA",2019,"coal",5361
"LKA",2019,"hydro",4802.49
"LKA",2019,"oil",5054.03
"LKA",2019,"solar",357.4
"LKA",2019,"wind",348
"LKA",2020,"bioenergy",56.54
"LKA",2020,"coal",5754
"LKA",2020,"hydro",4965.49
"LKA",2020,"oil",4219.13
"LKA",2020,"solar",441.99
"LKA",2020,"wind",331.7
"LSO",2000,"hydro",367.13
"LSO",2000,"oil",1.26
"LSO",2001,"hydro",371
"LSO",2001,"oil",1.27
"LSO",2002,"hydro",397.75
"LSO",2002,"oil",1.34
"LSO",2003,"hydro",408.04
"LSO",2003,"oil",1.36
"LSO",2004,"hydro",403.86
"LSO",2004,"oil",1.35
"LSO",2005,"hydro",457.22
"LSO",2005,"oil",1.48
"LSO",2006,"hydro",481.61
"LSO",2006,"oil",1.57
"LSO",2007,"hydro",507.34
"LSO",2007,"oil",1.64
"LSO",2008,"hydro",503.39
"LSO",2008,"oil",1.63
"LSO",2009,"hydro",505.3
"LSO",2009,"oil",1.63
"LSO",2010,"hydro",500.58
"LSO",2010,"oil",1.62
"LSO",2011,"hydro",468.46
"LSO",2011,"oil",1.59
"LSO",2012,"hydro",494.17
"LSO",2012,"oil",1.55
"LSO",2013,"hydro",473.87
"LSO",2013,"oil",1.9
"LSO",2013,"solar",0.4
"LSO",2014,"hydro",503.93
"LSO",2014,"oil",1.92
"LSO",2014,"solar",0.76
"LSO",2015,"hydro",516.78
"LSO",2015,"oil",1.94
"LSO",2015,"solar",0.76
"LSO",2016,"hydro",520.62
"LSO",2016,"oil",1.89
"LSO",2016,"solar",0.76
"LSO",2017,"hydro",515.88
"LSO",2017,"oil",1.06
"LSO",2017,"solar",0.76
"LSO",2018,"hydro",517.55
"LSO",2018,"oil",1.06
"LSO",2018,"solar",0.76
"LSO",2019,"hydro",502.35
"LSO",2019,"oil",1.06
"LSO",2019,"solar",0.76
"LSO",2020,"hydro",416.73
"LSO",2020,"oil",1.06
"LSO",2020,"solar",0.76
"LTU",2000,"gas",1616
"LTU",2000,"hydro",644
"LTU",2000,"nuclear",8419
"LTU",2000,"oil",746
"LTU",2001,"bioenergy",2
"LTU",2001,"gas",1884
"LTU",2001,"hydro",701
"LTU",2001,"nuclear",11362
"LTU",2001,"oil",788
"LTU",2002,"bioenergy",4
"LTU",2002,"gas",2109
"LTU",2002,"hydro",781
"LTU",2002,"nuclear",14142
"LTU",2002,"oil",685
"LTU",2003,"bioenergy",7
"LTU",2003,"gas",2518
"LTU",2003,"hydro",985
"LTU",2003,"nuclear",15484
"LTU",2003,"oil",494
"LTU",2004,"bioenergy",6
"LTU",2004,"gas",2691
"LTU",2004,"hydro",943
"LTU",2004,"nuclear",15102
"LTU",2004,"oil",531
"LTU",2004,"wind",1
"LTU",2005,"bioenergy",7
"LTU",2005,"gas",3017
"LTU",2005,"hydro",820
"LTU",2005,"nuclear",10337
"LTU",2005,"oil",601
"LTU",2005,"wind",2
"LTU",2006,"bioenergy",24
"LTU",2006,"coal",1
"LTU",2006,"gas",2464
"LTU",2006,"hydro",802
"LTU",2006,"nuclear",8651
"LTU",2006,"oil",526
"LTU",2006,"wind",14
"LTU",2007,"bioenergy",54
"LTU",2007,"coal",12
"LTU",2007,"gas",2405
"LTU",2007,"hydro",958
"LTU",2007,"nuclear",9833
"LTU",2007,"oil",639
"LTU",2007,"wind",106
"LTU",2008,"bioenergy",69
"LTU",2008,"coal",1
"LTU",2008,"gas",2026
"LTU",2008,"hydro",988
"LTU",2008,"nuclear",9894
"LTU",2008,"oil",804
"LTU",2008,"solar",0.09
"LTU",2008,"wind",131
"LTU",2009,"bioenergy",102
"LTU",2009,"gas",2101
"LTU",2009,"hydro",1139
"LTU",2009,"nuclear",10852
"LTU",2009,"oil",1006
"LTU",2009,"solar",0.09
"LTU",2009,"wind",158
"LTU",2010,"bioenergy",147
"LTU",2010,"gas",3186
"LTU",2010,"hydro",1295
"LTU",2010,"oil",897
"LTU",2010,"solar",0.09
"LTU",2010,"wind",224
"LTU",2011,"bioenergy",157
"LTU",2011,"gas",2668
"LTU",2011,"hydro",1056
"LTU",2011,"oil",466
"LTU",2011,"solar",0.27
"LTU",2011,"wind",475
"LTU",2012,"bioenergy",218
"LTU",2012,"gas",2879
"LTU",2012,"hydro",937
"LTU",2012,"oil",467
"LTU",2012,"solar",2
"LTU",2012,"wind",540
"LTU",2013,"bioenergy",338
"LTU",2013,"gas",2219
"LTU",2013,"hydro",1069
"LTU",2013,"oil",469
"LTU",2013,"otherrenewable",19
"LTU",2013,"solar",45
"LTU",2013,"wind",603
"LTU",2014,"bioenergy",371
"LTU",2014,"coal",2
"LTU",2014,"gas",1749
"LTU",2014,"hydro",1088
"LTU",2014,"oil",446
"LTU",2014,"otherrenewable",29
"LTU",2014,"solar",73
"LTU",2014,"wind",639
"LTU",2015,"bioenergy",404
"LTU",2015,"gas",1979
"LTU",2015,"hydro",1024
"LTU",2015,"oil",601
"LTU",2015,"otherrenewable",42
"LTU",2015,"solar",73
"LTU",2015,"wind",810
"LTU",2016,"bioenergy",392
"LTU",2016,"gas",986
"LTU",2016,"hydro",1044
"LTU",2016,"oil",595
"LTU",2016,"otherrenewable",47
"LTU",2016,"solar",66
"LTU",2016,"wind",1136
"LTU",2017,"bioenergy",430.48
"LTU",2017,"gas",597.59
"LTU",2017,"hydro",1181.4
"LTU",2017,"oil",472.76
"LTU",2017,"otherrenewable",73.17
"LTU",2017,"solar",68
"LTU",2017,"wind",1363.8
"LTU",2018,"bioenergy",495
"LTU",2018,"gas",330.3
"LTU",2018,"hydro",959.6
"LTU",2018,"oil",447.6
"LTU",2018,"otherrenewable",48
"LTU",2018,"solar",86.6
"LTU",2018,"wind",1144
"LTU",2019,"bioenergy",485.1
"LTU",2019,"gas",523.8
"LTU",2019,"hydro",947.7
"LTU",2019,"oil",376.4
"LTU",2019,"otherrenewable",48.1
"LTU",2019,"solar",91.1
"LTU",2019,"wind",1499.4
"LTU",2020,"bioenergy",522.8
"LTU",2020,"gas",1698
"LTU",2020,"hydro",1080.1
"LTU",2020,"oil",464.8
"LTU",2020,"otherrenewable",71.3
"LTU",2020,"solar",128.8
"LTU",2020,"wind",1551.7
"LUX",2000,"bioenergy",4.54
"LUX",2000,"gas",214.56
"LUX",2000,"hydro",870.63
"LUX",2000,"oil",33.97
"LUX",2000,"otherrenewable",17.81
"LUX",2000,"wind",24.74
"LUX",2001,"bioenergy",8.18
"LUX",2001,"gas",666.44
"LUX",2001,"hydro",871.08
"LUX",2001,"oil",33.93
"LUX",2001,"otherrenewable",17.69
"LUX",2001,"solar",0.05
"LUX",2001,"wind",23.74
"LUX",2002,"bioenergy",9.08
"LUX",2002,"gas",2623.91
"LUX",2002,"hydro",988.91
"LUX",2002,"oil",34.38
"LUX",2002,"otherrenewable",17.94
"LUX",2002,"solar",0.06
"LUX",2002,"wind",24.48
"LUX",2003,"bioenergy",15.13
"LUX",2003,"gas",2618.88
"LUX",2003,"hydro",910.96
"LUX",2003,"oil",29.87
"LUX",2003,"otherrenewable",19.02
"LUX",2003,"solar",1.4
"LUX",2003,"wind",26.17
"LUX",2004,"bioenergy",20.34
"LUX",2004,"gas",3151.96
"LUX",2004,"hydro",854.27
